"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-26",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"6.1",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-27",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-28",,,,,,,"1.8",",,0,2400","0.0",",,0","0.0",",,0",,,"5.6",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-29",,,,,,,"1.0",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-01",,,,,,,"45.2",",,0,2400","0.0","T,,0","0.0",",,0",,,"6.7",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-02",,,,,,,"15.7",",,0,2400","0.0","T,,0","0.0",",,0",,,"5.0",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-03",,,,,,,"8.4",",,0,2400","0.0",",,0","0.0",",,0",,,"6.1",",,0","2.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-04",,,,,,,"0.5",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","5.6",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-05",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-06",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-07",,,,,,,"1.5",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-08",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","2.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-09",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"11.7",",,0","5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-10",,,,,,,"3.0",",,0,2400","0.0",",,0","0.0",",,0",,,"11.1",",,0","7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-11",,,,,,,"0.3",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-12",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-13",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"5.0",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-14",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-15",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-16",,,,,,,"1.8",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","3.9",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-17",,,,,,,"1.3",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-18",,,,,,,"7.9",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","5.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-19",,,,,,,"23.9",",,0,2400","0.0",",,0","0.0",",,0",,,"6.7",",,0","4.4",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-20",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-21",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","-0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-22",,,,,,,"8.4",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","4.4",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-23",,,,,,,"28.7",",,0,2400","0.0","T,,0","0.0",",,0",,,"6.1",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-24",,,,,,,"1.5",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-25",,,,,,,"8.9",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","4.4",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-26",,,,,,,"7.9",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","3.9",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-27",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-28",,,,,,,"5.6",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-29",,,,,,,"11.2",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","5.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-30",,,,,,,"7.6",",,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","5.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-03-31",,,,,,,"1.5",",,0,2400","0.0",",,0","0.0",",,0",,,"10.0",",,0","1.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-01",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","1.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-02",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-03",,,,,,,"5.3",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","4.4",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-04",,,,,,,"7.1",",,0,2400","0.0",",,0","0.0",",,0",,,"5.6",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-05",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","2.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-06",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"10.0",",,0","1.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-07",,,,,,,"1.0",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-08",,,,,,,"1.8",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-09",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-10",,,,,,,"0.5",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-11",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.9",",,0","2.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-12",,,,,,,"0.8",",,0,2400","0.0",",,0","0.0",",,0",,,"10.0",",,0","5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-13",,,,,,,"3.8",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-14",,,,,,,"10.4",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-15",,,,,,,"5.6",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-16",,,,,,,"4.8",",,0,2400","0.0","T,,0","0.0",",,0",,,"7.8",",,0","2.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-17",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-18",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.8",",,0","7.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-19",,,,,,,"0.5",",,0,2400","0.0",",,0","0.0",",,0",,,"13.9",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-20",,,,,,,"0.8",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-21",,,,,,,"13.2",",,0,2400","0.0","T,,0","0.0",",,0",,,"7.2",",,0","2.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-22",,,,,,,"2.8",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","1.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-23",,,,,,,"10.4",",,0,2400","8.0",",,0","0.0","T,,0",,,"6.7",",,0","-0.6",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-24",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-25",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","-0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-26",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-27",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-28",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-29",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"16.1",",,0","6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-04-30",,,,,,,"1.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-01",,,,,,,"3.0",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-02",,,,,,,"0.8",",,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-03",,,,,,,"4.1",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-04",,,,,,,"1.5",",,0,2400","0.0",",,0","0.0",",,0",,,"11.1",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-05",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"11.7",",,0","2.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-06",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-07",,,,,,,"0.8",",,0,2400","0.0",",,0","0.0",",,0",,,"17.8",",,0","5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-08",,,,,,,"4.3",",,0,2400","0.0",",,0","0.0",",,0",,,"13.9",",,0","7.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-09",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"15.6",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-10",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.9",",,0","6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-11",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.8",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-12",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.8",",,0","6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-13",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"14.4",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-14",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-15",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.8",",,0","7.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-16",,,,,,,"0.5",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","6.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-17",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-18",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","7.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-05-19",,,,,,,"1.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.3",",,0","7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
